Filename,Distance
image_0001.jpg,20877.93
image_0002.jpg,184153.25
image_0003.jpg,947912.79
image_0004.jpg,8755094.46
image_0005.jpg,455112.73
image_0007.jpg,7464.81
image_0008.jpg,711580.17
image_0009.jpg,9558898.01
image_0010.jpg,492924.99
image_0011.jpg,15705.0
image_0012.jpg,434709.75
image_0013.jpg,112075.59
image_0014.jpg,151613.94
image_0015.jpg,5916677.11
image_0016.jpg,76882.63
image_0017.jpg,1026191.97
image_0018.jpg,2101176.24
image_0019.jpg,163661.41
image_0020.jpg,4518.71
image_0021.jpg,401214.34
image_0022.jpg,4367.09
image_0023.jpg,11842.56
image_0024.jpg,587488.4
image_0025.jpg,53799.86
image_0026.jpg,168323.11
image_0027.jpg,1504331.76
image_0028.jpg,151045.93
image_0029.jpg,75171.4
image_0030.jpg,26755.75
image_0031.jpg,58151.05
image_0032.jpg,24243.51
image_0033.jpg,30382.56
image_0034.jpg,799345.25
image_0035.jpg,1909856.57
image_0036.jpg,89428.8
image_0037.jpg,304190.82
image_0038.jpg,27815.87
image_0039.jpg,900010.13
image_0040.jpg,5072.16
image_0041.jpg,507529.11
image_0042.jpg,184615.01
image_0043.jpg,421798.44
image_0044.jpg,305113.72
image_0045.jpg,226913.8
image_0046.jpg,30388.35
image_0047.jpg,116265.53
image_0048.jpg,151664.09
image_0049.jpg,179020.19
image_0050.jpg,929923.34
image_0051.jpg,151021.29
image_0052.jpg,1330549.6
image_0053.jpg,1533518.6
image_0054.jpg,936117.3
image_0055.jpg,149252.85
image_0056.jpg,53281.03
image_0057.jpg,24098.19
image_0058.jpg,127941.44
image_0059.jpg,2125301.63
image_0060.jpg,15359.48
image_0061.jpg,492371.9
image_0062.jpg,30902.73
image_0063.jpg,58104.76
image_0064.jpg,730940.38
image_0065.jpg,35867.11
image_0066.jpg,7003.18
image_0067.jpg,38235.72
image_0068.jpg,47027.67
image_0069.jpg,227104.52
image_0070.jpg,25819.73
image_0071.jpg,18094.81
image_0072.jpg,241947.5
image_0073.jpg,484982.86
image_0074.jpg,40442.71
image_0075.jpg,22089.97
image_0076.jpg,3699102.26
image_0077.jpg,15723.11
image_0078.jpg,248316.26
image_0079.jpg,6323136.32
image_0080.jpg,293382.43
image_0081.jpg,291175.92
image_0082.jpg,920330.36
image_0083.jpg,440104.06
image_0084.jpg,1400.12
image_0085.jpg,142084.92
image_0086.jpg,23484409.15
image_0087.jpg,3017157.99
image_0088.jpg,126853.84
image_0089.jpg,20521.1
image_0090.jpg,582415.34
image_0091.jpg,400297.37
image_0092.jpg,111704.17
image_0093.jpg,208538.38
image_0094.jpg,214411.81
image_0095.jpg,282090.29
image_0096.jpg,2666.62
image_0097.jpg,11990.27
image_0098.jpg,132575.87
image_0099.jpg,5015.72
image_0100.jpg,500579.95
image_0101.jpg,11158.48
image_0102.jpg,7463837.02
image_0103.jpg,293567.69
image_0104.jpg,3438.93
image_0105.jpg,15293626.37
image_0106.jpg,4970748.72
image_0107.jpg,756199.47
image_0108.jpg,565461.39
image_0109.jpg,1317737.83
image_0110.jpg,180893.21
image_0111.jpg,10546.12
image_0112.jpg,51261.23
image_0113.jpg,798339.64
image_0114.jpg,136425.12
image_0115.jpg,35844.59
image_0116.jpg,178712.96
image_0117.jpg,2352469.92
image_0118.jpg,101806.66
image_0119.jpg,1707988.04
image_0120.jpg,131392.04
image_0121.jpg,202425.98
image_0122.jpg,8157.92
image_0123.jpg,3391188.98
image_0124.jpg,1211124.07
image_0125.jpg,3797637.92
image_0126.jpg,1001477.42
image_0127.jpg,45974.54
image_0128.jpg,6570036.7
image_0129.jpg,811824.82
image_0130.jpg,305461.0
image_0131.jpg,2675596.25
image_0132.jpg,1732980.89
image_0133.jpg,655904.0
image_0134.jpg,2304968.87
image_0135.jpg,78009.34
image_0136.jpg,195314.78
image_0137.jpg,34975.12
image_0138.jpg,13395221.36
image_0139.jpg,423575.44
image_0140.jpg,4046028.0
image_0141.jpg,7662.35
image_0142.jpg,40516.83
image_0143.jpg,3919088.29
image_0144.jpg,363068.22
image_0145.jpg,262710.92
image_0146.jpg,5979962.34
image_0147.jpg,793191.77
image_0148.jpg,142629.2
image_0149.jpg,242073.0
image_0150.jpg,5040912.37
image_0151.jpg,3364113.06
image_0152.jpg,15442306.87
image_0153.jpg,2080745.5
image_0154.jpg,1697351.78
image_0155.jpg,3446019.99
image_0156.jpg,920272.73
image_0157.jpg,2328938.14
image_0158.jpg,24690.49
image_0159.jpg,2293711.34
image_0160.jpg,10879042.94
image_0161.jpg,6365.13
image_0162.jpg,58539.65
image_0163.jpg,78699.41
image_0164.jpg,4861671.69
image_0165.jpg,229211.52
image_0166.jpg,82511.33
image_0167.jpg,151957.61
image_0168.jpg,8243142.93
image_0169.jpg,145658.97
image_0170.jpg,1646635.8
image_0171.jpg,2406.45
image_0172.jpg,1216430.43
image_0173.jpg,18633917.53
image_0174.jpg,310271.7
image_0175.jpg,5329047.51
image_0176.jpg,788352.22
image_0177.jpg,3053377.62
image_0178.jpg,7545682.2
image_0179.jpg,724593.7
image_0180.jpg,162879.94
image_0181.jpg,32169.79
image_0182.jpg,255961.44
image_0183.jpg,18949302.56
image_0184.jpg,246286.73
image_0185.jpg,380384.54
image_0186.jpg,789251.32
image_0187.jpg,3681597.3
image_0188.jpg,3568905.43
image_0189.jpg,10069191.34
image_0190.jpg,1769028.27
image_0191.jpg,97367.82
image_0192.jpg,11437863.02
image_0193.jpg,1666.62
image_0194.jpg,981413.84
image_0195.jpg,7367732.42
image_0196.jpg,4236609.67
image_0197.jpg,76795.71
image_0198.jpg,255973.34
image_0199.jpg,17675.23
image_0200.jpg,261740.17
image_0201.jpg,21597230.9
image_0202.jpg,330670.41
image_0203.jpg,537546.73
image_0204.jpg,3441508.12
image_0205.jpg,277726.72
image_0206.jpg,1718064.8
image_0207.jpg,5983.09
image_0208.jpg,25645.87
image_0209.jpg,26123591.63
image_0210.jpg,21650.93
image_0211.jpg,170674.77
image_0212.jpg,7045974.08
image_0213.jpg,6484.76
image_0214.jpg,1180256.98
image_0215.jpg,1562662.6
image_0216.jpg,111880.91
image_0217.jpg,23532914.13
image_0218.jpg,2167729.84
image_0219.jpg,1465440.64
image_0220.jpg,17400472.53
image_0221.jpg,17398810.6
image_0222.jpg,23857.95
image_0223.jpg,1115645.36
image_0224.jpg,1665841.65
image_0225.jpg,5164774.99
image_0226.jpg,20750584.73
image_0227.jpg,1207096.1
image_0228.jpg,347015.2
image_0229.jpg,22844378.07
image_0230.jpg,1442337.37
image_0231.jpg,563438.47
image_0232.jpg,2399011.85
image_0233.jpg,380932.22
image_0234.jpg,136482.59
image_0235.jpg,217191.95
image_0236.jpg,931948.38
image_0237.jpg,1309607.29
image_0238.jpg,1811744.95
image_0239.jpg,40190.25
image_0240.jpg,2735340.14
image_0241.jpg,4973135.97
image_0242.jpg,20867501.48
image_0243.jpg,21656362.44
image_0244.jpg,32966994.42
image_0245.jpg,37115.45
image_0246.jpg,11511.4
image_0247.jpg,8672469.06
image_0248.jpg,10225398.14
image_0249.jpg,722067.65
image_0250.jpg,1158551.84
image_0251.jpg,572715.21
image_0252.jpg,156188.47
image_0253.jpg,1201469.78
image_0254.jpg,17366381.5
image_0255.jpg,10701884.54
image_0256.jpg,1369368.2
image_0257.jpg,3079.65
image_0258.jpg,181756.58
image_0259.jpg,5685.88
image_0260.jpg,10090185.84
image_0261.jpg,37975.09
image_0262.jpg,6553869.8
image_0263.jpg,1269738.87
image_0264.jpg,789544.85
image_0265.jpg,481153.05
image_0266.jpg,419682.58
image_0267.jpg,664074.1
image_0268.jpg,1012266.5
image_0269.jpg,1562299.31
image_0270.jpg,2065244.3
image_0271.jpg,306930.97
image_0272.jpg,4761001.46
image_0273.jpg,1170692.88
image_0274.jpg,22745598.09
image_0275.jpg,11553244.02
image_0276.jpg,319551.61
image_0277.jpg,219225.89
image_0278.jpg,240992.08
image_0279.jpg,4467696.89
image_0280.jpg,22389197.69
image_0281.jpg,17606177.73
image_0282.jpg,381191.64
image_0283.jpg,3980742.26
image_0284.jpg,31665626.24
image_0285.jpg,8498179.75
image_0286.jpg,11611124.86
image_0287.jpg,10437753.81
image_0288.jpg,810868.51
image_0289.jpg,2511327.23
image_0290.jpg,4958601.93
image_0291.jpg,1955.52
image_0292.jpg,270565.75
image_0293.jpg,20839639.95
image_0294.jpg,28098409.74
image_0295.jpg,20103948.31
image_0296.jpg,111073.09
image_0297.jpg,198493.84
image_0298.jpg,490356.32
image_0299.jpg,615726.23
image_0300.jpg,138197.55
image_0301.jpg,9259370.61
image_0302.jpg,1764291.27
image_0303.jpg,573052.34
image_0304.jpg,2102018.74
image_0305.jpg,587602.71
image_0306.jpg,430991.91
image_0307.jpg,959408.54
image_0308.jpg,1371411.05
image_0309.jpg,11454291.1
image_0310.jpg,18596297.93
image_0311.jpg,8288909.87
image_0312.jpg,4575474.47
image_0313.jpg,6029163.84
image_0314.jpg,484632.96
image_0315.jpg,126489.69
image_0316.jpg,1632.63
image_0317.jpg,17001259.04
image_0318.jpg,159769.76
image_0319.jpg,265787.79
image_0320.jpg,6395616.0
image_0321.jpg,6170949.43
image_0322.jpg,75043.21
image_0323.jpg,1153802.53
image_0324.jpg,8154.06
image_0325.jpg,6389641.02
image_0326.jpg,19163.03
image_0327.jpg,28725.24
image_0328.jpg,2416517.61
image_0329.jpg,320663.38
image_0330.jpg,1609106.92
image_0331.jpg,3825320.37
image_0332.jpg,62355.72
image_0333.jpg,4390.41
image_0334.jpg,50985.99
image_0335.jpg,238571.55
image_0336.jpg,10360.65
image_0337.jpg,734319.1
image_0338.jpg,208334.8
image_0339.jpg,1021353.85
image_0340.jpg,2508431.95
image_0341.jpg,1261018.5
image_0342.jpg,903913.89
image_0343.jpg,322520.58
image_0344.jpg,288786.43
image_0345.jpg,17984.54
image_0346.jpg,464098.95
image_0347.jpg,348596.27
image_0348.jpg,1128332.55
image_0349.jpg,64710.16
image_0350.jpg,601618.32
image_0351.jpg,17516838.2
image_0352.jpg,142007.19
image_0353.jpg,508111.1
image_0354.jpg,417456.3
image_0355.jpg,3684606.49
image_0356.jpg,3469929.69
image_0357.jpg,2166023.82
image_0358.jpg,19817.81
image_0359.jpg,226917.92
image_0360.jpg,795065.68
image_0361.jpg,257346.91
image_0362.jpg,1584037.45
image_0363.jpg,30330.65
image_0364.jpg,1288625.77
image_0365.jpg,20693.35
image_0366.jpg,124080.89
image_0367.jpg,10100784.19
image_0368.jpg,5851003.26
image_0369.jpg,2857438.62
image_0370.jpg,1445764.83
image_0371.jpg,1314072.64
image_0372.jpg,2244310.32
image_0373.jpg,2418003.61
image_0374.jpg,1910952.98
image_0375.jpg,30098.38
image_0376.jpg,991393.29
image_0377.jpg,3775232.85
image_0378.jpg,1104081.1
image_0379.jpg,3208170.52
image_0380.jpg,883965.55
image_0381.jpg,9500459.2
image_0382.jpg,63820.34
image_0383.jpg,70122.76
image_0384.jpg,328527.52
image_0385.jpg,1559890.1
image_0386.jpg,84430.16
image_0387.jpg,775398.03
image_0388.jpg,193975.52
image_0389.jpg,549762.7
image_0390.jpg,6618589.35
image_0391.jpg,206987.07
image_0392.jpg,205510.78
image_0393.jpg,461292.34
image_0394.jpg,1037267.5
image_0395.jpg,374080.9
image_0396.jpg,161793.86
image_0397.jpg,6690716.22
image_0398.jpg,615827.91
image_0399.jpg,15105224.5
image_0400.jpg,799776.58
image_0401.jpg,1119476.7
image_0402.jpg,38537403.07
image_0403.jpg,3004469.55
image_0404.jpg,520873.51
image_0405.jpg,27349036.88
image_0406.jpg,6969192.03
image_0407.jpg,2213496.12
image_0408.jpg,5014156.77
image_0409.jpg,34330081.63
image_0410.jpg,3128560.49
image_0411.jpg,26283.64
image_0412.jpg,1587870.57
image_0413.jpg,599221.96
image_0414.jpg,44156398.43
image_0415.jpg,3130964.6
image_0416.jpg,619167.78
image_0417.jpg,11838228.96
image_0418.jpg,833319.72
image_0419.jpg,8023802.97
image_0420.jpg,60314.0
image_0421.jpg,129525.56
image_0422.jpg,3073611.32
image_0423.jpg,394382.24
image_0424.jpg,525153.59
image_0425.jpg,587539.95
image_0426.jpg,13485100.79
image_0427.jpg,30575020.88
image_0428.jpg,6760829.65
image_0429.jpg,13264383.21
image_0430.jpg,4662826.76
image_0431.jpg,22155733.25
image_0432.jpg,51445.33
image_0433.jpg,669121.21
image_0434.jpg,26224965.52
image_0435.jpg,4890994.36
image_0436.jpg,501414.05
image_0437.jpg,26158967.26
image_0438.jpg,34066892.13
image_0439.jpg,20259866.77
image_0440.jpg,1815157.24
image_0441.jpg,879399.61
image_0442.jpg,25067.85
image_0443.jpg,525154.14
image_0444.jpg,430883.28
image_0445.jpg,4486185.56
image_0446.jpg,833285.52
image_0447.jpg,129564.24
image_0448.jpg,8148346.8
image_0449.jpg,267814.41
image_0450.jpg,1873516.79
image_0451.jpg,72913.43
image_0452.jpg,4973.49
image_0453.jpg,20261422.78
image_0454.jpg,2762576.18
image_0455.jpg,3130414.51
image_0456.jpg,599324.33
image_0457.jpg,42454.6
image_0458.jpg,957744.71
image_0459.jpg,30566580.76
image_0460.jpg,13286637.96
image_0461.jpg,1026.36
image_0462.jpg,3868849.23
image_0463.jpg,34158555.41
image_0464.jpg,44161867.23
image_0465.jpg,89102.95
image_0466.jpg,1654185.25
image_0467.jpg,26231869.65
image_0468.jpg,26278.09
image_0469.jpg,3073251.38
image_0470.jpg,669152.09
image_0471.jpg,501271.24
image_0472.jpg,38522106.09
image_0473.jpg,586615.84
image_0474.jpg,26160564.9
image_0475.jpg,3004712.26
image_0476.jpg,27346376.72
image_0477.jpg,20970251.92
image_0478.jpg,17144147.76
image_0479.jpg,310533.74
image_0480.jpg,14033677.61
image_0481.jpg,4995662.23
image_0482.jpg,679972.52
image_0483.jpg,289360.0
image_0484.jpg,7954108.67
image_0485.jpg,44949.49
image_0486.jpg,3198531.69
image_0487.jpg,173894.31
image_0488.jpg,2881073.5
image_0489.jpg,1470561.62
image_0490.jpg,40683.55
image_0491.jpg,527145.26
image_0492.jpg,18820771.21
image_0493.jpg,320731.11
image_0494.jpg,409593.08
image_0495.jpg,313632.76
image_0496.jpg,417871.77
image_0497.jpg,103098.28
image_0498.jpg,7789913.39
image_0499.jpg,220652.4
image_0500.jpg,26223.48
image_0501.jpg,131686.08
image_0502.jpg,3186436.44
image_0503.jpg,301048.14
image_0504.jpg,3742780.5
image_0505.jpg,9416483.17
image_0506.jpg,3563588.02
image_0507.jpg,1167435.47
image_0508.jpg,1260853.92
image_0509.jpg,886532.16
image_0510.jpg,19422.12
image_0511.jpg,544593.09
image_0512.jpg,2729143.53
image_0513.jpg,286769.4
image_0514.jpg,6131785.41
image_0515.jpg,1117230.95
image_0516.jpg,13272586.8
image_0517.jpg,4471028.28
image_0518.jpg,4795773.5
image_0519.jpg,34892.89
image_0520.jpg,9381712.01
image_0521.jpg,12644684.36
image_0522.jpg,2578317.44
image_0523.jpg,5827873.06
